,weeks,watched,rank,broadcast,name,percent
1640,2011.07.25 ~ 2011.07.31,가구시청률,1,KBS2,주말연속극(사랑을믿어요),25.2
1641,2011.07.25 ~ 2011.07.31,가구시청률,2,MBC,주말연속극(반짝반짝빛나는),22.1
1642,2011.07.25 ~ 2011.07.31,가구시청률,3,SBS,드라마스페셜(시티헌터),18.4
1643,2011.07.25 ~ 2011.07.31,가구시청률,4,KBS2,해피선데이,18.3
1644,2011.07.25 ~ 2011.07.31,가구시청률,5,KBS1,일일연속극(우리집여자들),18.0
1645,2011.07.25 ~ 2011.07.31,가구시청률,6,KBS1,KBS9시뉴스,17.7
1646,2011.07.25 ~ 2011.07.31,가구시청률,7,MBC,무한도전,16.1
1647,2011.07.25 ~ 2011.07.31,가구시청률,8,KBS1,대하드라마(광개토태왕),16.0
1648,2011.07.25 ~ 2011.07.31,가구시청률,9,SBS,SBS월화드라마(무사백동수),15.6
1649,2011.07.25 ~ 2011.07.31,가구시청률,10,MBC,황금어장,15.4
1650,2011.07.25 ~ 2011.07.31,가구시청률,11,SBS,특별기획(여인의향기),15.4
1651,2011.07.25 ~ 2011.07.31,가구시청률,12,KBS2,개그콘서트,14.8
1652,2011.07.25 ~ 2011.07.31,가구시청률,13,MBC,일일연속극(불굴의며느리),13.3
1653,2011.07.25 ~ 2011.07.31,가구시청률,14,KBS1,전국노래자랑,13.1
1654,2011.07.25 ~ 2011.07.31,가구시청률,15,MBC,주말특별기획드라마(애정만만세),12.7
1655,2011.07.25 ~ 2011.07.31,가구시청률,16,MBC,세바퀴,12.7
1656,2011.07.25 ~ 2011.07.31,가구시청률,17,SBS,그것이알고싶다,12.0
1657,2011.07.25 ~ 2011.07.31,가구시청률,18,MBC,MBC아침드라마(당신참예쁘다),12.0
1658,2011.07.25 ~ 2011.07.31,가구시청률,19,MBC,댄싱위드더스타,11.6
1659,2011.07.25 ~ 2011.07.31,가구시청률,20,KBS1,여름방학특별기획휴먼플래닛7부,11.5
1660,2011.08.01 ~ 2011.08.07,가구시청률,1,MBC,주말연속극(반짝반짝빛나는),24.8
1661,2011.08.01 ~ 2011.08.07,가구시청률,2,KBS2,해피선데이,19.9
1662,2011.08.01 ~ 2011.08.07,가구시청률,3,KBS2,주말연속극(오작교형제들),18.9
1663,2011.08.01 ~ 2011.08.07,가구시청률,4,KBS1,일일연속극(우리집여자들),18.5
1664,2011.08.01 ~ 2011.08.07,가구시청률,5,SBS,특별기획(여인의향기),18.5
1665,2011.08.01 ~ 2011.08.07,가구시청률,6,MBC,무한도전,18.0
1666,2011.08.01 ~ 2011.08.07,가구시청률,7,KBS2,특별기획드라마(공주의남자),16.9
1667,2011.08.01 ~ 2011.08.07,가구시청률,8,SBS,SBS월화드라마(무사백동수),16.9
1668,2011.08.01 ~ 2011.08.07,가구시청률,9,KBS1,대하드라마(광개토태왕),16.6
1669,2011.08.01 ~ 2011.08.07,가구시청률,10,KBS1,KBS9시뉴스,16.1
1670,2011.08.01 ~ 2011.08.07,가구시청률,11,MBC,황금어장,15.7
1671,2011.08.01 ~ 2011.08.07,가구시청률,12,KBS2,개그콘서트,15.5
1672,2011.08.01 ~ 2011.08.07,가구시청률,13,MBC,세바퀴,14.5
1673,2011.08.01 ~ 2011.08.07,가구시청률,14,MBC,댄싱위드더스타,13.8
1674,2011.08.01 ~ 2011.08.07,가구시청률,15,KBS2,1박2일<재>,13.7
1675,2011.08.01 ~ 2011.08.07,가구시청률,16,SBS,드라마스페셜(보스를지켜라),13.6
1676,2011.08.01 ~ 2011.08.07,가구시청률,17,MBC,일일연속극(불굴의며느리),13.4
1677,2011.08.01 ~ 2011.08.07,가구시청률,18,MBC,주말특별기획드라마(애정만만세),13.3
1678,2011.08.01 ~ 2011.08.07,가구시청률,19,KBS2,해피투게더,13.2
1679,2011.08.01 ~ 2011.08.07,가구시청률,20,SBS,순간포착,13.0
1680,2011.08.08 ~ 2011.08.14,가구시청률,1,MBC,주말연속극(반짝반짝빛나는),22.1
1681,2011.08.08 ~ 2011.08.14,가구시청률,2,KBS1,일일연속극(우리집여자들),18.7
1682,2011.08.08 ~ 2011.08.14,가구시청률,3,KBS2,주말연속극(오작교형제들),18.0
1683,2011.08.08 ~ 2011.08.14,가구시청률,4,MBC,무한도전,18.0
1684,2011.08.08 ~ 2011.08.14,가구시청률,5,SBS,특별기획(여인의향기),17.6
1685,2011.08.08 ~ 2011.08.14,가구시청률,6,KBS2,특별기획드라마(공주의남자),17.0
1686,2011.08.08 ~ 2011.08.14,가구시청률,7,KBS1,대하드라마(광개토태왕),16.3
1687,2011.08.08 ~ 2011.08.14,가구시청률,8,SBS,SBS월화드라마(무사백동수),16.0
1688,2011.08.08 ~ 2011.08.14,가구시청률,9,SBS,드라마스페셜(보스를지켜라),16.0
1689,2011.08.08 ~ 2011.08.14,가구시청률,10,KBS1,KBS9시뉴스,15.9
1690,2011.08.08 ~ 2011.08.14,가구시청률,11,MBC,세바퀴,15.7
1691,2011.08.08 ~ 2011.08.14,가구시청률,12,KBS2,KBS스포츠축구(국가대표평가전한국:일본),15.5
1692,2011.08.08 ~ 2011.08.14,가구시청률,13,KBS2,해피선데이,15.1
1693,2011.08.08 ~ 2011.08.14,가구시청률,14,MBC,일일연속극(불굴의며느리),14.1
1694,2011.08.08 ~ 2011.08.14,가구시청률,15,MBC,MBC아침드라마(당신참예쁘다),13.8
1695,2011.08.08 ~ 2011.08.14,가구시청률,16,SBS,순간포착,13.6
1696,2011.08.08 ~ 2011.08.14,가구시청률,17,MBC,황금어장,13.6
1697,2011.08.08 ~ 2011.08.14,가구시청률,18,MBC,주말특별기획드라마(애정만만세),13.4
1698,2011.08.08 ~ 2011.08.14,가구시청률,19,MBC,월화특별기획(계백),13.3
1699,2011.08.08 ~ 2011.08.14,가구시청률,20,KBS2,개그콘서트,13.2
1700,2011.08.15 ~ 2011.08.21,가구시청률,1,KBS2,주말연속극(오작교형제들),21.7
1701,2011.08.15 ~ 2011.08.21,가구시청률,2,KBS1,일일연속극(우리집여자들),20.3
1702,2011.08.15 ~ 2011.08.21,가구시청률,3,KBS2,특별기획드라마(공주의남자),19.4
1703,2011.08.15 ~ 2011.08.21,가구시청률,4,SBS,특별기획(여인의향기),18.2
1704,2011.08.15 ~ 2011.08.21,가구시청률,5,SBS,드라마스페셜(보스를지켜라),17.8
1705,2011.08.15 ~ 2011.08.21,가구시청률,6,SBS,SBS월화드라마(무사백동수),17.5
1706,2011.08.15 ~ 2011.08.21,가구시청률,7,KBS1,대하드라마(광개토태왕),17.4
1707,2011.08.15 ~ 2011.08.21,가구시청률,8,KBS2,개그콘서트,17.2
1708,2011.08.15 ~ 2011.08.21,가구시청률,9,KBS2,해피선데이,17.2
1709,2011.08.15 ~ 2011.08.21,가구시청률,10,MBC,무한도전,17.1
1710,2011.08.15 ~ 2011.08.21,가구시청률,11,KBS1,KBS9시뉴스,17.0
1711,2011.08.15 ~ 2011.08.21,가구시청률,12,MBC,일일연속극(불굴의며느리),15.6
1712,2011.08.15 ~ 2011.08.21,가구시청률,13,KBS2,해피투게더,15.0
1713,2011.08.15 ~ 2011.08.21,가구시청률,14,SBS,주말극장(내사랑내곁에),14.7
1714,2011.08.15 ~ 2011.08.21,가구시청률,15,MBC,황금어장,14.6
1715,2011.08.15 ~ 2011.08.21,가구시청률,16,SBS,궁금한이야기Y,14.3
1716,2011.08.15 ~ 2011.08.21,가구시청률,17,MBC,주말특별기획드라마(애정만만세),14.3
1717,2011.08.15 ~ 2011.08.21,가구시청률,18,MBC,월화특별기획(계백),13.8
1718,2011.08.15 ~ 2011.08.21,가구시청률,19,MBC,댄싱위드더스타,13.3
1719,2011.08.15 ~ 2011.08.21,가구시청률,20,MBC,세바퀴,13.1
1720,2011.08.22 ~ 2011.08.28,가구시청률,1,KBS1,일일연속극(우리집여자들),21.0
1721,2011.08.22 ~ 2011.08.28,가구시청률,2,KBS2,주말연속극(오작교형제들),20.4
1722,2011.08.22 ~ 2011.08.28,가구시청률,3,SBS,특별기획(여인의향기),18.8
1723,2011.08.22 ~ 2011.08.28,가구시청률,4,KBS2,해피선데이,18.7
1724,2011.08.22 ~ 2011.08.28,가구시청률,5,KBS2,특별기획드라마(공주의남자),18.6
1725,2011.08.22 ~ 2011.08.28,가구시청률,6,KBS1,대하드라마(광개토태왕),17.8
1726,2011.08.22 ~ 2011.08.28,가구시청률,7,SBS,SBS월화드라마(무사백동수),17.6
1727,2011.08.22 ~ 2011.08.28,가구시청률,8,KBS1,KBS9시뉴스,17.6
1728,2011.08.22 ~ 2011.08.28,가구시청률,9,MBC,무한도전,17.5
1729,2011.08.22 ~ 2011.08.28,가구시청률,10,SBS,드라마스페셜(보스를지켜라),16.4
1730,2011.08.22 ~ 2011.08.28,가구시청률,11,KBS2,개그콘서트,15.4
1731,2011.08.22 ~ 2011.08.28,가구시청률,12,SBS,주말극장(내사랑내곁에),15.4
1732,2011.08.22 ~ 2011.08.28,가구시청률,13,KBS2,해피투게더,14.5
1733,2011.08.22 ~ 2011.08.28,가구시청률,14,MBC,주말특별기획드라마(애정만만세),14.3
1734,2011.08.22 ~ 2011.08.28,가구시청률,15,MBC,월화특별기획(계백),14.2
1735,2011.08.22 ~ 2011.08.28,가구시청률,16,MBC,세바퀴,14.2
1736,2011.08.22 ~ 2011.08.28,가구시청률,17,MBC,MBC아침드라마(당신참예쁘다),14.1
1737,2011.08.22 ~ 2011.08.28,가구시청률,18,MBC,일일연속극(불굴의며느리),13.5
1738,2011.08.22 ~ 2011.08.28,가구시청률,19,SBS,강심장,13.3
1739,2011.08.22 ~ 2011.08.28,가구시청률,20,SBS,순간포착,12.9
1740,2011.08.29 ~ 2011.09.04,가구시청률,1,KBS1,일일연속극(우리집여자들),22.2
1741,2011.08.29 ~ 2011.09.04,가구시청률,2,KBS2,특별기획드라마(공주의남자),20.7
1742,2011.08.29 ~ 2011.09.04,가구시청률,3,KBS2,주말연속극(오작교형제들),19.7
1743,2011.08.29 ~ 2011.09.04,가구시청률,4,KBS1,대하드라마(광개토태왕),19.7
1744,2011.08.29 ~ 2011.09.04,가구시청률,5,KBS2,해피선데이,18.9
1745,2011.08.29 ~ 2011.09.04,가구시청률,6,SBS,특별기획(여인의향기),17.9
1746,2011.08.29 ~ 2011.09.04,가구시청률,7,SBS,SBS월화드라마(무사백동수),17.5
1747,2011.08.29 ~ 2011.09.04,가구시청률,8,KBS1,KBS9시뉴스,17.1
1748,2011.08.29 ~ 2011.09.04,가구시청률,9,MBC,무한도전,16.8
1749,2011.08.29 ~ 2011.09.04,가구시청률,10,SBS,주말극장(내사랑내곁에),15.9
1750,2011.08.29 ~ 2011.09.04,가구시청률,11,KBS2,개그콘서트,15.7
1751,2011.08.29 ~ 2011.09.04,가구시청률,12,SBS,드라마스페셜(보스를지켜라),15.7
1752,2011.08.29 ~ 2011.09.04,가구시청률,13,MBC,MBC아침드라마(당신참예쁘다),14.8
1753,2011.08.29 ~ 2011.09.04,가구시청률,14,MBC,주말특별기획드라마(애정만만세),14.6
1754,2011.08.29 ~ 2011.09.04,가구시청률,15,MBC,세바퀴,14.4
1755,2011.08.29 ~ 2011.09.04,가구시청률,16,MBC,월화특별기획(계백),13.6
1756,2011.08.29 ~ 2011.09.04,가구시청률,17,MBC,일일연속극(불굴의며느리),13.6
1757,2011.08.29 ~ 2011.09.04,가구시청률,18,SBS,순간포착,13.5
1758,2011.08.29 ~ 2011.09.04,가구시청률,19,KBS2,VJ특공대,13.3
1759,2011.08.29 ~ 2011.09.04,가구시청률,20,SBS,일일드라마(당신이잠든사이),13.0
1760,2011.09.05 ~ 2011.09.11,가구시청률,1,KBS1,일일연속극(우리집여자들),22.9
1761,2011.09.05 ~ 2011.09.11,가구시청률,2,KBS2,특별기획드라마(공주의남자),21.5
1762,2011.09.05 ~ 2011.09.11,가구시청률,3,KBS2,주말연속극(오작교형제들),19.6
1763,2011.09.05 ~ 2011.09.11,가구시청률,4,MBC,무한도전,18.1
1764,2011.09.05 ~ 2011.09.11,가구시청률,5,KBS1,KBS9시뉴스,17.8
1765,2011.09.05 ~ 2011.09.11,가구시청률,6,SBS,SBS월화드라마(무사백동수),17.4
1766,2011.09.05 ~ 2011.09.11,가구시청률,7,KBS2,해피선데이,15.9
1767,2011.09.05 ~ 2011.09.11,가구시청률,8,KBS1,대하드라마(광개토태왕),15.8
1768,2011.09.05 ~ 2011.09.11,가구시청률,9,SBS,특별기획(여인의향기),15.4
1769,2011.09.05 ~ 2011.09.11,가구시청률,10,SBS,드라마스페셜(보스를지켜라),15.0
1770,2011.09.05 ~ 2011.09.11,가구시청률,11,KBS2,개그콘서트,14.6
1771,2011.09.05 ~ 2011.09.11,가구시청률,12,MBC,MBC아침드라마(당신참예쁘다),14.5
1772,2011.09.05 ~ 2011.09.11,가구시청률,13,MBC,일일연속극(불굴의며느리),14.3
1773,2011.09.05 ~ 2011.09.11,가구시청률,14,SBS,주말극장(내사랑내곁에),14.0
1774,2011.09.05 ~ 2011.09.11,가구시청률,15,SBS,강심장,13.9
1775,2011.09.05 ~ 2011.09.11,가구시청률,16,SBS,일일드라마(당신이잠든사이),13.6
1776,2011.09.05 ~ 2011.09.11,가구시청률,17,MBC,황금어장,13.0
1777,2011.09.05 ~ 2011.09.11,가구시청률,18,MBC,월화특별기획(계백),12.9
1778,2011.09.05 ~ 2011.09.11,가구시청률,19,KBS1,소비자고발,12.9
1779,2011.09.05 ~ 2011.09.11,가구시청률,20,SBS,순간포착,12.7
1780,2011.09.12 ~ 2011.09.18,가구시청률,1,KBS2,주말연속극(오작교형제들),24.2
1781,2011.09.12 ~ 2011.09.18,가구시청률,2,KBS2,특별기획드라마(공주의남자),23.4
1782,2011.09.12 ~ 2011.09.18,가구시청률,3,KBS1,일일연속극(우리집여자들),21.9
1783,2011.09.12 ~ 2011.09.18,가구시청률,4,KBS1,대하드라마(광개토태왕),19.6
1784,2011.09.12 ~ 2011.09.18,가구시청률,5,MBC,주말특별기획드라마(애정만만세),18.4
1785,2011.09.12 ~ 2011.09.18,가구시청률,6,KBS1,KBS9시뉴스,18.3
1786,2011.09.12 ~ 2011.09.18,가구시청률,7,MBC,무한도전,18.0
1787,2011.09.12 ~ 2011.09.18,가구시청률,8,KBS2,해피선데이,17.4
1788,2011.09.12 ~ 2011.09.18,가구시청률,9,KBS2,개그콘서트,17.3
1789,2011.09.12 ~ 2011.09.18,가구시청률,10,SBS,주말극장(내사랑내곁에),16.6
1790,2011.09.12 ~ 2011.09.18,가구시청률,11,MBC,아이돌스타육상선수권대회2부,15.9
1791,2011.09.12 ~ 2011.09.18,가구시청률,12,SBS,SBS월화드라마(무사백동수),15.8
1792,2011.09.12 ~ 2011.09.18,가구시청률,13,MBC,스타오디션위대한탄생2,15.8
1793,2011.09.12 ~ 2011.09.18,가구시청률,14,MBC,세바퀴,14.2
1794,2011.09.12 ~ 2011.09.18,가구시청률,15,MBC,일일연속극(불굴의며느리),14.2
1795,2011.09.12 ~ 2011.09.18,가구시청률,16,KBS2,해피투게더,14.1
1796,2011.09.12 ~ 2011.09.18,가구시청률,17,SBS,SBS스페셜(나는산다웃기는놈김병만),13.8
1797,2011.09.12 ~ 2011.09.18,가구시청률,18,SBS,드라마스페셜(보스를지켜라),13.6
1798,2011.09.12 ~ 2011.09.18,가구시청률,19,MBC,황금어장,13.5
1799,2011.09.12 ~ 2011.09.18,가구시청률,20,SBS,궁금한이야기Y,13.5
1800,2011.09.19 ~ 2011.09.25,가구시청률,1,KBS2,주말연속극(오작교형제들),24.8
1801,2011.09.19 ~ 2011.09.25,가구시청률,2,KBS1,일일연속극(우리집여자들),23.8
1802,2011.09.19 ~ 2011.09.25,가구시청률,3,KBS2,특별기획드라마(공주의남자),22.6
1803,2011.09.19 ~ 2011.09.25,가구시청률,4,KBS2,개그콘서트,18.9
1804,2011.09.19 ~ 2011.09.25,가구시청률,5,MBC,주말특별기획드라마(애정만만세),18.5
1805,2011.09.19 ~ 2011.09.25,가구시청률,6,SBS,SBS월화드라마(무사백동수),18.1
1806,2011.09.19 ~ 2011.09.25,가구시청률,7,KBS1,KBS9시뉴스,17.9
1807,2011.09.19 ~ 2011.09.25,가구시청률,8,KBS2,해피선데이,17.7
1808,2011.09.19 ~ 2011.09.25,가구시청률,9,KBS1,대하드라마(광개토태왕),17.6
1809,2011.09.19 ~ 2011.09.25,가구시청률,10,MBC,무한도전,17.4
1810,2011.09.19 ~ 2011.09.25,가구시청률,11,SBS,주말극장(내사랑내곁에),15.9
1811,2011.09.19 ~ 2011.09.25,가구시청률,12,MBC,우리들의일밤(서바이벌나는가수다),15.7
1812,2011.09.19 ~ 2011.09.25,가구시청률,13,MBC,스타오디션위대한탄생2,15.5
1813,2011.09.19 ~ 2011.09.25,가구시청률,14,MBC,MBC아침드라마(당신참예쁘다),14.6
1814,2011.09.19 ~ 2011.09.25,가구시청률,15,SBS,일요일이좋다1부(런닝맨),14.3
1815,2011.09.19 ~ 2011.09.25,가구시청률,16,SBS,드라마스페셜(보스를지켜라),14.3
1816,2011.09.19 ~ 2011.09.25,가구시청률,17,MBC,일일연속극(불굴의며느리),14.1
1817,2011.09.19 ~ 2011.09.25,가구시청률,18,MBC,세바퀴,13.7
1818,2011.09.19 ~ 2011.09.25,가구시청률,19,SBS,순간포착,12.8
1819,2011.09.19 ~ 2011.09.25,가구시청률,20,SBS,일일드라마(당신이잠든사이),12.6
1820,2011.09.26 ~ 2011.10.02,가구시청률,1,KBS2,주말연속극(오작교형제들),24.9
1821,2011.09.26 ~ 2011.10.02,가구시청률,2,KBS1,일일연속극(우리집여자들),23.7
1822,2011.09.26 ~ 2011.10.02,가구시청률,3,KBS2,특별기획드라마(공주의남자),22.3
1823,2011.09.26 ~ 2011.10.02,가구시청률,4,KBS2,개그콘서트,18.4
1824,2011.09.26 ~ 2011.10.02,가구시청률,5,KBS1,KBS9시뉴스,17.7
1825,2011.09.26 ~ 2011.10.02,가구시청률,6,KBS2,해피선데이,17.4
1826,2011.09.26 ~ 2011.10.02,가구시청률,7,MBC,주말특별기획드라마(애정만만세),17.2
1827,2011.09.26 ~ 2011.10.02,가구시청률,8,SBS,SBS월화드라마(무사백동수),17.0
1828,2011.09.26 ~ 2011.10.02,가구시청률,9,KBS1,대하드라마(광개토태왕),16.6
1829,2011.09.26 ~ 2011.10.02,가구시청률,10,MBC,무한도전,16.4
1830,2011.09.26 ~ 2011.10.02,가구시청률,11,MBC,스타오디션위대한탄생2,16.4
1831,2011.09.26 ~ 2011.10.02,가구시청률,12,SBS,주말극장(내사랑내곁에),16.3
1832,2011.09.26 ~ 2011.10.02,가구시청률,13,MBC,MBC아침드라마(당신참예쁘다),15.0
1833,2011.09.26 ~ 2011.10.02,가구시청률,14,MBC,일일연속극(불굴의며느리),14.2
1834,2011.09.26 ~ 2011.10.02,가구시청률,15,MBC,우리들의일밤2부(서바이벌나는가수다),13.8
1835,2011.09.26 ~ 2011.10.02,가구시청률,16,SBS,일요일이좋다1부(런닝맨),13.8
1836,2011.09.26 ~ 2011.10.02,가구시청률,17,SBS,드라마스페셜(보스를지켜라),13.5
1837,2011.09.26 ~ 2011.10.02,가구시청률,18,MBC,세바퀴,13.5
1838,2011.09.26 ~ 2011.10.02,가구시청률,19,SBS,순간포착,12.9
1839,2011.09.26 ~ 2011.10.02,가구시청률,20,SBS,일일드라마(당신이잠든사이),12.5
1840,2011.10.03 ~ 2011.10.09,가구시청률,1,KBS2,주말연속극(오작교형제들),26.5
1841,2011.10.03 ~ 2011.10.09,가구시청률,2,KBS2,특별기획드라마(공주의남자),24.2
1842,2011.10.03 ~ 2011.10.09,가구시청률,3,KBS1,일일연속극(우리집여자들),23.3
1843,2011.10.03 ~ 2011.10.09,가구시청률,4,KBS2,개그콘서트,20.9
1844,2011.10.03 ~ 2011.10.09,가구시청률,5,KBS2,해피선데이,19.8
1845,2011.10.03 ~ 2011.10.09,가구시청률,6,MBC,무한도전,18.6
1846,2011.10.03 ~ 2011.10.09,가구시청률,7,KBS1,대하드라마(광개토태왕),17.9
1847,2011.10.03 ~ 2011.10.09,가구시청률,8,MBC,주말특별기획드라마(애정만만세),17.9
1848,2011.10.03 ~ 2011.10.09,가구시청률,9,KBS1,KBS9시뉴스,17.3
1849,2011.10.03 ~ 2011.10.09,가구시청률,10,SBS,SBS월화드라마(무사백동수),16.7
1850,2011.10.03 ~ 2011.10.09,가구시청률,11,KBS2,VJ특공대,15.9
1851,2011.10.03 ~ 2011.10.09,가구시청률,12,SBS,주말극장(내사랑내곁에),14.8
1852,2011.10.03 ~ 2011.10.09,가구시청률,13,MBC,일일연속극(불굴의며느리),14.6
1853,2011.10.03 ~ 2011.10.09,가구시청률,14,MBC,MBC아침드라마(당신참예쁘다),14.0
1854,2011.10.03 ~ 2011.10.09,가구시청률,15,MBC,세바퀴,13.9
1855,2011.10.03 ~ 2011.10.09,가구시청률,16,MBC,우리들의일밤2부(서바이벌나는가수다),13.8
1856,2011.10.03 ~ 2011.10.09,가구시청률,17,SBS,일요일이좋다1부(런닝맨),13.7
1857,2011.10.03 ~ 2011.10.09,가구시청률,18,MBC,스타오디션위대한탄생2,13.1
1858,2011.10.03 ~ 2011.10.09,가구시청률,19,MBC,MBC스포츠축구(국가대표팀친선경기한국:폴란드),13.1
1859,2011.10.03 ~ 2011.10.09,가구시청률,20,KBS2,해피투게더,12.9
1860,2011.10.10 ~ 2011.10.16,가구시청률,1,KBS2,주말연속극(오작교형제들),26.7
1861,2011.10.10 ~ 2011.10.16,가구시청률,2,KBS1,일일연속극(우리집여자들),22.9
1862,2011.10.10 ~ 2011.10.16,가구시청률,3,KBS2,개그콘서트,20.5
1863,2011.10.10 ~ 2011.10.16,가구시청률,4,KBS2,해피선데이,19.6
1864,2011.10.10 ~ 2011.10.16,가구시청률,5,MBC,무한도전,19.2
1865,2011.10.10 ~ 2011.10.16,가구시청률,6,SBS,SBS대기획(뿌리깊은나무),18.7
1866,2011.10.10 ~ 2011.10.16,가구시청률,7,KBS1,대하드라마(광개토태왕),18.0
1867,2011.10.10 ~ 2011.10.16,가구시청률,8,SBS,SBS월화드라마(무사백동수),17.9
1868,2011.10.10 ~ 2011.10.16,가구시청률,9,MBC,주말특별기획드라마(애정만만세),17.5
1869,2011.10.10 ~ 2011.10.16,가구시청률,10,KBS1,KBS9시뉴스,17.3
1870,2011.10.10 ~ 2011.10.16,가구시청률,11,SBS,주말극장(내사랑내곁에),17.2
1871,2011.10.10 ~ 2011.10.16,가구시청률,12,MBC,스타오디션위대한탄생2,15.3
1872,2011.10.10 ~ 2011.10.16,가구시청률,13,MBC,세바퀴,14.5
1873,2011.10.10 ~ 2011.10.16,가구시청률,14,KBS2,KBS스포츠축구(월드컵아시아예선한국:UAE),14.2
1874,2011.10.10 ~ 2011.10.16,가구시청률,15,MBC,일일연속극(불굴의며느리),14.2
1875,2011.10.10 ~ 2011.10.16,가구시청률,16,SBS,순간포착,13.8
1876,2011.10.10 ~ 2011.10.16,가구시청률,17,SBS,궁금한이야기Y,13.1
1877,2011.10.10 ~ 2011.10.16,가구시청률,18,SBS,일일드라마(당신이잠든사이),12.6
1878,2011.10.10 ~ 2011.10.16,가구시청률,19,SBS,아침연속극(미쓰아줌마),12.5
1879,2011.10.10 ~ 2011.10.16,가구시청률,20,MBC,우리들의일밤2부(서바이벌나는가수다),12.2
1880,2011.10.17 ~ 2011.10.23,가구시청률,1,KBS2,주말연속극(오작교형제들),27.3
1881,2011.10.17 ~ 2011.10.23,가구시청률,2,KBS1,일일연속극(우리집여자들),23.1
1882,2011.10.17 ~ 2011.10.23,가구시청률,3,KBS2,개그콘서트,22.2
1883,2011.10.17 ~ 2011.10.23,가구시청률,4,SBS,주말극장(내사랑내곁에),19.4
1884,2011.10.17 ~ 2011.10.23,가구시청률,5,KBS1,KBS9시뉴스,18.5
1885,2011.10.17 ~ 2011.10.23,가구시청률,6,KBS1,대하드라마(광개토태왕),18.5
1886,2011.10.17 ~ 2011.10.23,가구시청률,7,SBS,SBS대기획(뿌리깊은나무),18.4
1887,2011.10.17 ~ 2011.10.23,가구시청률,8,MBC,무한도전,18.0
1888,2011.10.17 ~ 2011.10.23,가구시청률,9,MBC,주말특별기획드라마(애정만만세),16.9
1889,2011.10.17 ~ 2011.10.23,가구시청률,10,MBC,우리들의일밤(서바이벌나는가수다),16.4
1890,2011.10.17 ~ 2011.10.23,가구시청률,11,KBS2,해피선데이,16.2
1891,2011.10.17 ~ 2011.10.23,가구시청률,12,MBC,스타오디션위대한탄생2,15.7
1892,2011.10.17 ~ 2011.10.23,가구시청률,13,SBS,일요일이좋다1부(런닝맨),14.6
1893,2011.10.17 ~ 2011.10.23,가구시청률,14,MBC,일일연속극(불굴의며느리),14.3
1894,2011.10.17 ~ 2011.10.23,가구시청률,15,MBC,세바퀴,14.2
1895,2011.10.17 ~ 2011.10.23,가구시청률,16,KBS2,해피투게더,14.0
1896,2011.10.17 ~ 2011.10.23,가구시청률,17,SBS,SBS월화드라마(천일의약속),13.7
1897,2011.10.17 ~ 2011.10.23,가구시청률,18,SBS,아침연속극(미쓰아줌마),13.2
1898,2011.10.17 ~ 2011.10.23,가구시청률,19,MBC,월화특별기획(계백),13.2
1899,2011.10.17 ~ 2011.10.23,가구시청률,20,KBS1,가요무대,13.0
1900,2011.10.24 ~ 2011.10.30,가구시청률,1,KBS2,주말연속극(오작교형제들),26.5
1901,2011.10.24 ~ 2011.10.30,가구시청률,2,KBS1,일일연속극(우리집여자들),23.4
1902,2011.10.24 ~ 2011.10.30,가구시청률,3,KBS2,개그콘서트,22.5
1903,2011.10.24 ~ 2011.10.30,가구시청률,4,KBS1,대하드라마(광개토태왕),19.5
1904,2011.10.24 ~ 2011.10.30,가구시청률,5,KBS1,KBS9시뉴스,19.4
1905,2011.10.24 ~ 2011.10.30,가구시청률,6,SBS,SBS대기획(뿌리깊은나무),19.0
1906,2011.10.24 ~ 2011.10.30,가구시청률,7,MBC,무한도전,17.4
1907,2011.10.24 ~ 2011.10.30,가구시청률,8,KBS2,해피선데이,16.9
1908,2011.10.24 ~ 2011.10.30,가구시청률,9,MBC,주말특별기획드라마(애정만만세),16.6
1909,2011.10.24 ~ 2011.10.30,가구시청률,10,SBS,SBS월화드라마(천일의약속),16.3
1910,2011.10.24 ~ 2011.10.30,가구시청률,11,MBC,스타오디션위대한탄생2,15.1
1911,2011.10.24 ~ 2011.10.30,가구시청률,12,MBC,우리들의일밤2부(서바이벌나는가수다),15.1
1912,2011.10.24 ~ 2011.10.30,가구시청률,13,MBC,일일연속극(불굴의며느리),14.7
1913,2011.10.24 ~ 2011.10.30,가구시청률,14,SBS,일요일이좋다1부(런닝맨),14.5
1914,2011.10.24 ~ 2011.10.30,가구시청률,15,MBC,세바퀴,13.4
1915,2011.10.24 ~ 2011.10.30,가구시청률,16,MBC,월화특별기획(계백),13.2
1916,2011.10.24 ~ 2011.10.30,가구시청률,17,KBS1,십이륙서울시장보궐선거후보방송연설,12.8
1917,2011.10.24 ~ 2011.10.30,가구시청률,18,SBS,순간포착,12.6
1918,2011.10.24 ~ 2011.10.30,가구시청률,19,KBS1,러브인아시아,12.4
1919,2011.10.24 ~ 2011.10.30,가구시청률,20,SBS,스타주니어쇼붕어빵,12.3
1920,2011.10.31 ~ 2011.11.06,가구시청률,1,KBS2,주말연속극(오작교형제들),27.6
1921,2011.10.31 ~ 2011.11.06,가구시청률,2,KBS1,일일연속극(우리집여자들),23.5
1922,2011.10.31 ~ 2011.11.06,가구시청률,3,KBS2,개그콘서트,22.7
1923,2011.10.31 ~ 2011.11.06,가구시청률,4,KBS1,대하드라마(광개토태왕),20.3
1924,2011.10.31 ~ 2011.11.06,가구시청률,5,KBS2,해피선데이,18.9
